Neighborhood,Lat,Lon,Type
Elysian Heights,34.092589000000004,-118.224433,Latin American Restaurant
Elysian Park,34.06615468133357,-118.23791638087025,Chinese Restaurant
Elysian Park,34.072262,-118.230951,Food
Elysian Park,34.06195782693353,-118.2375086211258,Chinese Restaurant
Elysian Park,34.065954243017565,-118.23806105267886,Chinese Restaurant
Elysian Park,34.06654406873712,-118.23599101973971,Chinese Restaurant
Elysian Park,34.07203871274333,-118.22107533723737,Mexican Restaurant
Elysian Park,34.070935,-118.224217,Department Store
Elysian Park,34.063988,-118.23791100000001,Chinese Restaurant
Elysian Park,34.065089398434,-118.23799168161744,Chinese Restaurant
Elysian Park,34.068578,-118.22251000000001,Kitchen Supply Store
Elysian Park,34.06364617250033,-118.23766989273867,Chinese Restaurant
Elysian Park,34.078604,-118.240625,Café
Elysian Park,34.065546260692926,-118.23648107273037,Dim Sum Restaurant
Elysian Park,34.06256715406595,-118.23628443326174,Vietnamese Restaurant
Elysian Park,34.066234,-118.235827,Chinese Restaurant
Elysian Park,34.06515202118792,-118.23759107876778,Jazz Club
Elysian Valley,34.10370896856341,-118.23758919756565,Mexican Restaurant
Elysian Valley,34.098105,-118.243431,Food
Elysian Valley,34.093682,-118.249016,Food
Elysian Valley,34.100912,-118.23510300000001,Mexican Restaurant
Elysian Valley,34.10273689544005,-118.23582928909353,Mexican Restaurant
Elysian Valley,34.100796,-118.235564,Food
Encino,34.15876545771789,-118.49809786007195,Japanese Restaurant
Encino,34.1604411634806,-118.51043146643944,American Restaurant
Encino,34.1610315710115,-118.50815811643344,Middle Eastern Restaurant
Encino,34.16016282099791,-118.50733847513611,Sushi Restaurant
Encino,34.16073456922639,-118.51017782958554,Japanese Restaurant
Encino,34.1608,-118.509025,Food
Encino,34.161293,-118.509078,Chinese Restaurant
Encino,34.161114,-118.511552,Food
Encino,34.157149967316435,-118.4921755891925,American Restaurant
Encino,34.158738,-118.496953,Mexican Restaurant
Encino,34.16027482418395,-118.5102734187489,Mediterranean Restaurant
Encino,34.16112991311796,-118.5121490850182,Cuban Restaurant
Exposition Park,34.01876109148158,-118.29108962126764,College Cafeteria
Exposition Park,34.02102200646579,-118.28820261225687,College Cafeteria
Exposition Park,34.011336,-118.27778400000001,Mexican Restaurant
Exposition Park,34.00707,-118.282716,Food
Exposition Park,34.017488753638894,-118.27848435293473,Mexican Restaurant
Exposition Park,34.010182,-118.29115800000001,Japanese Restaurant
Exposition Park,34.007553,-118.291316,Burger Joint
Exposition Park,34.007318,-118.282592,Food
Exposition Park,34.02103389116493,-118.28587897204082,Restaurant
Exposition Park,34.005146,-118.29181,Salvadoran Restaurant
Exposition Park,34.017502,-118.278,Food
Exposition Park,34.01748839872844,-118.27840352466515,Mexican Restaurant
Fairfax,34.098213878036496,-118.36850294919722,Hotel Bar
Fairfax,34.09834246959744,-118.35271831187174,Moroccan Restaurant
Fairfax,34.100703,-118.361369,Jewish Restaurant
Fairfax,34.097718640245155,-118.36573156289926,Asian Restaurant
Fairfax,34.09789059420537,-118.36320295929909,Advertising Agency
Fairfax,34.10277906385924,-118.35961818695067,Persian Restaurant
Fairfax,34.09767,-118.36845,Food
Fairfax,34.09821790195722,-118.36847837680061,Hotel
Fairfax,34.096901,-118.369309,Food
Fairfax,34.098287675823116,-118.35031415938825,Noodle House
Fairfax,34.090461,-118.364651,Food
Fairfax,34.101701,-118.34962,Food
Fairfax,34.090819,-118.368937,Food
Fairfax,34.09207916364568,-118.35215018130145,American Restaurant
Fairfax,34.098418,-118.35382,Financial or Legal Service
Fairfax,34.09801064485586,-118.3647943523769,Deli / Bodega
Fairfax,34.096182794312625,-118.37096304911665,Restaurant
Fairfax,34.09523157429329,-118.37217203582932,Hotel
Fairfax,34.09789323806763,-118.36421438333333,Argentinian Restaurant
Fairfax,34.098095,-118.355847,Indian Restaurant
Fairfax,34.09763657737488,-118.34979317509527,Eastern European Restaurant
Fairfax,34.09827397366095,-118.35037272514755,Thai Restaurant
Fairfax,34.0958981843113,-118.37174792043604,Hot Dog Joint
Fashion District,34.041190606609156,-118.25448103463961,Italian Restaurant
Fashion District,34.044552,-118.255757,Mexican Restaurant
Fashion District,34.041388,-118.25455500000001,Mediterranean Restaurant
Fashion District,34.0446474,-118.258433,Indian Restaurant
Fashion District,34.04084212262895,-118.25391012679295,Restaurant
Fashion District,34.037233,-118.25914499999999,Food
Fashion District,34.035021,-118.258126,Kosher Restaurant
Fashion District,34.03852821940049,-118.2545498398144,Latin American Restaurant
Fashion District,34.042495,-118.253914,Mexican Restaurant
Fashion District,34.036916,-118.256398,Food
Fashion District,34.04265300886544,-118.25742019686835,Middle Eastern Restaurant
Fashion District,34.034464,-118.25751000000001,Food
Fashion District,34.03538770000001,-118.2654848,Breakfast Spot
Fashion District,34.043945106889836,-118.26609278172579,Lounge
Fashion District,34.04505850811889,-118.25676836301834,Restaurant
Fashion District,34.04059433553402,-118.25304581349178,Restaurant
Fashion District,34.041627000000005,-118.258908,Restaurant
Fashion District,34.040188,-118.25972,Food
Fashion District,34.035308,-118.255651,Taco Place
Fashion District,34.039785,-118.259179,Food
Fashion District,34.042508,-118.253934,American Restaurant
Fashion District,34.034574,-118.255245,Food
Fashion District,34.039469,-118.255772,Food
Fashion District,34.0401,-118.261592,Food
Fashion District,34.038317,-118.25448600000001,Food
Fashion District,34.038923,-118.254753,Food
Fashion District,34.03232,-118.259401,Food
Fashion District,34.039916,-118.255294,Food
Fashion District,34.02803201806489,-118.25751450929253,Taco Place
Fashion District,34.0399169921875,-118.26332092285156,Restaurant
Fashion District,34.032844,-118.263169,Food
Fashion District,34.03333667873712,-118.26391986481295,Mexican Restaurant
Fashion District,34.032318,-118.253986,Food
Fashion District,34.041782,-118.255321,Food
Fashion District,34.04149095533723,-118.255086487409,Asian Restaurant
Fashion District,34.035847,-118.251345,Korean Restaurant
Fashion District,34.042075278156666,-118.2550806128459,Middle Eastern Restaurant
Fashion District,34.03483294893882,-118.2514145875462,Korean Restaurant
Fashion District,34.040057570771175,-118.25202559721485,Greek Restaurant
Fashion District,34.034092,-118.25055800000001,Asian Restaurant
Fashion District,34.039657,-118.267355,Italian Restaurant
Fashion District,34.036766,-118.268327,Mexican Restaurant
Fashion District,34.043129,-118.253692,Food
Fashion District,34.03132292028969,-118.2666850090027,Restaurant
Fashion District,34.028267,-118.262198,Food
Fashion District,34.027952,-118.25698,Seafood Restaurant
Fashion District,34.045825,-118.258397,Food
Fashion District,34.043438,-118.250508,Food
Financial District,34.04974294912817,-118.2565476507356,American Restaurant
Financial District,34.05229026588889,-118.2509634668589,French Restaurant
Financial District,34.05081085783843,-118.2549834122098,Salad Place
Financial District,34.041190606609156,-118.25448103463961,Italian Restaurant
Financial District,34.044552,-118.255757,Mexican Restaurant
Financial District,34.0446474,-118.258433,Indian Restaurant
Financial District,34.048132436383554,-118.25841516318212,American Restaurant
Financial District,34.041388,-118.25455500000001,Mediterranean Restaurant
Financial District,34.0527471,-118.2553119,Hotel
Financial District,34.04891536275225,-118.25545475398008,French Restaurant
Financial District,34.0452107,-118.2637605,Mediterranean Restaurant
Financial District,34.04505850811889,-118.25676836301834,Restaurant
Financial District,34.04084212262895,-118.25391012679295,Restaurant
Financial District,34.04818117618561,-118.25135350227356,Mexican Restaurant
Financial District,34.04768646419671,-118.25002199566127,Mexican Restaurant
Financial District,34.04898081163761,-118.25899818323984,Restaurant
Financial District,34.051541,-118.25693899999999,Food
Financial District,34.052089,-118.25806100000001,American Restaurant
Financial District,34.057175,-118.25474,Mexican Restaurant
Financial District,34.04833895787276,-118.25116904099039,Mexican Restaurant
Financial District,34.0509,-118.260002,Food
Financial District,34.042495,-118.253914,Mexican Restaurant
Financial District,34.045991,-118.253121,Middle Eastern Restaurant
Financial District,34.048259,-118.25693799999999,Deli / Bodega
Financial District,34.052738,-118.247693,American Restaurant
Financial District,34.050035,-118.25878082042584,Japanese Restaurant
Financial District,34.050086932768785,-118.25662492491979,Roof Deck
Financial District,34.053523,-118.256094,Japanese Restaurant
Financial District,34.050108,-118.25976,Food
Financial District,34.054711531158325,-118.24958988764203,French Restaurant
Financial District,34.05266106431324,-118.25307059000546,Italian Restaurant
Financial District,34.04265300886544,-118.25742019686835,Middle Eastern Restaurant
Financial District,34.045266,-118.266385,Restaurant
Financial District,34.042508,-118.253934,American Restaurant
Financial District,34.05334,-118.252679,Food
Financial District,34.05441,-118.255175,Pizza Place
Financial District,34.045825,-118.258397,Food
Financial District,34.045507,-118.253702,Mexican Restaurant
Financial District,34.04059433553402,-118.25304581349178,Restaurant
Financial District,34.05173,-118.26201,Food
Financial District,34.04913691009201,-118.25504948332834,Seafood Restaurant
Financial District,34.041627000000005,-118.258908,Restaurant
Financial District,34.04720041084341,-118.25997357414151,Breakfast Spot
Financial District,34.052405479537676,-118.25228827359848,Chinese Restaurant
Financial District,34.045953999999995,-118.248755,Food
Financial District,34.043129,-118.253692,Food
Financial District,34.04624655591903,-118.26289206829415,Bar
Financial District,34.043438,-118.250508,Food
Florence,33.975054,-118.265547,Japanese Restaurant
Florence,33.974961,-118.27073600000001,Mexican Restaurant
Florence,33.973402,-118.256644,Food
Florence,33.982351,-118.274068,Food
Florence,33.979671478271484,-118.25627136230469,Comfort Food Restaurant
Florence,33.982715,-118.273547,Latin American Restaurant
Franklin Hills,14.584035873413086,121.12400817871094,Japanese Restaurant
Franklin Hills,14.5915625,121.1206793,Comedy Club
Franklin Hills,14.583433638881845,121.12970899083089,Bar
Franklin Hills,14.591524,121.119646,Bar
Franklin Hills,14.585222891987053,121.11919593028802,Hotel Bar
Franklin Hills,14.582642859988846,121.12866835659412,Restaurant
Franklin Hills,14.586111533333332,121.13442826666666,Korean Restaurant
Franklin Hills,14.581046828532884,121.1323686133765,Chinese Restaurant
Gallery Row,34.04974294912817,-118.2565476507356,American Restaurant
Gallery Row,34.05229026588889,-118.2509634668589,French Restaurant
Gallery Row,34.041190606609156,-118.25448103463961,Italian Restaurant
Gallery Row,34.044552,-118.255757,Mexican Restaurant
Gallery Row,34.04768646419671,-118.25002199566127,Mexican Restaurant
Gallery Row,34.041388,-118.25455500000001,Mediterranean Restaurant
Gallery Row,34.0446474,-118.258433,Indian Restaurant
Gallery Row,34.05081085783843,-118.2549834122098,Salad Place
Gallery Row,34.04084212262895,-118.25391012679295,Restaurant
Gallery Row,34.04818117618561,-118.25135350227356,Mexican Restaurant
Gallery Row,34.048132436383554,-118.25841516318212,American Restaurant
Gallery Row,34.04833895787276,-118.25116904099039,Mexican Restaurant
Gallery Row,34.045953999999995,-118.248755,Food
Gallery Row,34.0527471,-118.2553119,Hotel
Gallery Row,34.04505850811889,-118.25676836301834,Restaurant
Gallery Row,34.042495,-118.253914,Mexican Restaurant
Gallery Row,34.045991,-118.253121,Middle Eastern Restaurant
Gallery Row,34.04891536275225,-118.25545475398008,French Restaurant
Gallery Row,34.042508,-118.253934,American Restaurant
Gallery Row,34.052738,-118.247693,American Restaurant
Gallery Row,34.04059433553402,-118.25304581349178,Restaurant
Gallery Row,34.043438,-118.250508,Food
Gallery Row,34.04328899766266,-118.24905618398431,American Restaurant
Gallery Row,34.04265300886544,-118.25742019686835,Middle Eastern Restaurant
Gallery Row,34.045507,-118.253702,Mexican Restaurant
Gallery Row,34.042421999999995,-118.24887199999999,Food
Gallery Row,34.054711531158325,-118.24958988764203,French Restaurant
Gallery Row,34.04460906982422,-118.24478149414062,American Restaurant
Gallery Row,34.043129,-118.253692,Food
Gallery Row,34.05182384275727,-118.24601054191588,Construction & Landscaping
Gallery Row,34.03852821940049,-118.2545498398144,Latin American Restaurant
Gallery Row,34.04898081163761,-118.25899818323984,Restaurant
Gallery Row,34.041627000000005,-118.258908,Restaurant
Gallery Row,34.050814,-118.24203,Japanese Restaurant
Gallery Row,34.042075278156666,-118.2550806128459,Middle Eastern Restaurant
Gallery Row,34.041782,-118.255321,Food
Gallery Row,34.049786,-118.241928,Food
Gallery Row,34.05266106431324,-118.25307059000546,Italian Restaurant
Gallery Row,34.0509,-118.260002,Food
Gallery Row,34.05334,-118.252679,Food
Gallery Row,34.052089,-118.25806100000001,American Restaurant
Gallery Row,34.040057570771175,-118.25202559721485,Greek Restaurant
Gallery Row,34.045825,-118.258397,Food
Gallery Row,34.04149095533723,-118.255086487409,Asian Restaurant
Gallery Row,34.04726880896497,-118.24939272685177,Lounge
Gallery Row,34.048259,-118.25693799999999,Deli / Bodega
Gallery Row,34.051541,-118.25693899999999,Food
Garvanza,34.120120243080315,-118.18428262772508,American Restaurant
Garvanza,34.115183,-118.180824,Furniture / Home Store
Garvanza,34.117488869179226,-118.18595471553823,Mexican Restaurant
Garvanza,34.11909306345784,-118.18382913997273,Chinese Restaurant
Garvanza,34.11483,-118.18263,Chinese Restaurant
Garvanza,34.115944776149874,-118.18341616349895,Chinese Restaurant
Glassell Park,34.11962758254728,-118.2276497494046,Filipino Restaurant
Glassell Park,34.121293,-118.226906,Restaurant
Glassell Park,34.125423,-118.231606,Polish Restaurant
Glassell Park,34.121915,-118.225336,Food
Glassell Park,34.124629999999996,-118.220896,Asian Restaurant
Gramercy Park,34.03960063427178,-118.30990741865749,Ethiopian Restaurant
Gramercy Park,34.032432,-118.306997,Kitchen Supply Store
Gramercy Park,34.043484859978214,-118.31971991218145,Mexican Restaurant
Gramercy Park,34.038963,-118.3096,Latin American Restaurant
Gramercy Park,34.03955036666667,-118.3098924,African Restaurant
Gramercy Park,34.039605,-118.322126,Food
Gramercy Park,34.03974971881681,-118.3223915784487,Restaurant
Gramercy Park,34.03986959988002,-118.32186952716224,Korean Restaurant
Gramercy Park,34.043942855065545,-118.30876877171494,Restaurant
Granada Hills,34.265075690679346,-118.5157848388473,Middle Eastern Restaurant
Granada Hills,34.265206,-118.515924,Food
Granada Hills,34.25775626107813,-118.52385427637897,Mexican Restaurant
Hancock Park,34.07586994301667,-118.32349393939785,Caribbean Restaurant
Hancock Park,34.06827,-118.34375,Wine Bar
Hancock Park,34.06884739626935,-118.34590477272471,Chinese Restaurant
Hancock Park,34.07659853387139,-118.32342814439916,Thai Restaurant
Harbor City,33.790294,-118.29871,Chinese Restaurant
Harbor City,33.79054,-118.29589,Japanese Restaurant
Harbor City,33.790681,-118.296272,Thai Restaurant
Harbor City,33.797562,-118.298141,Food
Harbor City,33.78579965306501,-118.29898953437804,Restaurant
Harbor City,33.797688,-118.298359,Food
Harbor City,33.797562770065674,-118.29813624470657,Chinese Restaurant
Harbor City,33.79080033167991,-118.29602967800639,Thai Restaurant
Harbor City,33.789319,-118.298023,Chinese Restaurant
Harbor Gateway,33.85968829556348,-118.28975081269913,American Restaurant
Harvard Heights,34.07661065939858,-118.28719109664961,Peruvian Restaurant
Harvard Heights,34.06918341429208,-118.296098184651,Latin American Restaurant
Harvard Heights,34.069225,-118.294529,Latin American Restaurant
Harvard Heights,34.07021940628464,-118.28817406650062,Indian Restaurant
Harvard Heights,34.07261398715234,-118.2920216414078,Chinese Restaurant
Harvard Heights,34.072488,-118.291539,Food
Harvard Heights,34.072619,-118.284259,Food
Harvard Heights,34.07261262849035,-118.29215329875213,Indian Restaurant
Harvard Heights,34.072372,-118.283485,Food
Harvard Heights,34.07613868638106,-118.28660404253799,Thai Restaurant
Harvard Heights,34.069138,-118.292155,Korean Restaurant
Harvard Heights,34.069195,-118.292354,Thai Restaurant
Harvard Heights,34.069153,-118.293157,Food
Harvard Heights,34.068793,-118.293342,Japanese Restaurant
Harvard Heights,34.068111419677734,-118.28351593017578,Italian Restaurant
Harvard Heights,34.076487722776285,-118.2937055826187,Mediterranean Restaurant
Harvard Heights,34.07647238950436,-118.29375181636192,Korean Restaurant
Harvard Heights,34.06696,-118.291669,Food
Harvard Heights,34.076446,-118.297598,Salvadoran Restaurant
Harvard Heights,34.069253,-118.294883,Mexican Restaurant
Harvard Heights,34.06584735,-118.28659628333334,Asian Restaurant
Harvard Heights,34.071182,-118.27994299999999,Food
Harvard Heights,34.076502605716406,-118.2947072734834,Latin American Restaurant
Harvard Heights,34.07726085268098,-118.28129768371582,American Restaurant
Harvard Heights,34.070808,-118.27898,Food
Harvard Heights,34.070155,-118.278209,Food
Harvard Heights,34.076297,-118.298522,Food
Harvard Heights,34.082742,-118.284322,Food
Harvard Heights,34.083095,-118.284301,Food
Harvard Heights,34.076584517682925,-118.29295019381152,Fast Food Restaurant
Harvard Heights,34.06899,-118.293426,Mexican Restaurant
Harvard Heights,34.070812547227476,-118.27947880651327,Asian Restaurant
Harvard Heights,34.07776440713429,-118.28055944951349,Latin American Restaurant
Harvard Heights,34.07648,-118.296599,Mexican Restaurant
Hermon,34.115183,-118.180824,Furniture / Home Store
Hermon,34.107191424173145,-118.18176808917453,American Restaurant
Hermon,34.108501000000004,-118.19441499999999,Mexican Restaurant
Hermon,34.117488869179226,-118.18595471553823,Mexican Restaurant
Hermon,34.111371,-118.189444,Food
Hermon,34.11052,-118.191867,Mexican Restaurant
Hermon,34.1108212306854,-118.19620672336077,Mexican Restaurant
Hermon,34.11483,-118.18263,Chinese Restaurant
Hermon,34.10836936077961,-118.19696318216116,Mexican Restaurant
Hermon,34.115944776149874,-118.18341616349895,Chinese Restaurant
Hermon,34.11189437795339,-118.18842839048946,Mexican Restaurant
Highland Park,34.1108212306854,-118.19620672336077,Mexican Restaurant
Highland Park,34.108501000000004,-118.19441499999999,Mexican Restaurant
Highland Park,34.10836936077961,-118.19696318216116,Mexican Restaurant
Highland Park,34.11052,-118.191867,Mexican Restaurant
Highland Park,34.106775,-118.203433,Food
Highland Park,34.111371,-118.189444,Food
Highland Park,34.10600984238319,-118.20047731305328,Seafood Restaurant
Highland Park,34.11932520323638,-118.19714597213705,Vietnamese Restaurant
Highland Park,34.118778999999996,-118.194464,Mexican Restaurant
Highland Park,34.11189437795339,-118.18842839048946,Mexican Restaurant
Historic Core,34.04974294912817,-118.2565476507356,American Restaurant
Historic Core,34.041190606609156,-118.25448103463961,Italian Restaurant
Historic Core,34.05229026588889,-118.2509634668589,French Restaurant
Historic Core,34.044552,-118.255757,Mexican Restaurant
Historic Core,34.041388,-118.25455500000001,Mediterranean Restaurant
Historic Core,34.0446474,-118.258433,Indian Restaurant
Historic Core,34.05081085783843,-118.2549834122098,Salad Place
Historic Core,34.04084212262895,-118.25391012679295,Restaurant
Historic Core,34.048132436383554,-118.25841516318212,American Restaurant
Historic Core,34.04768646419671,-118.25002199566127,Mexican Restaurant
Historic Core,34.045991,-118.253121,Middle Eastern Restaurant
Historic Core,34.04818117618561,-118.25135350227356,Mexican Restaurant
Historic Core,34.04505850811889,-118.25676836301834,Restaurant
Historic Core,34.042495,-118.253914,Mexican Restaurant
Historic Core,34.04833895787276,-118.25116904099039,Mexican Restaurant
Historic Core,34.0452107,-118.2637605,Mediterranean Restaurant
Historic Core,34.0527471,-118.2553119,Hotel
Historic Core,34.042508,-118.253934,American Restaurant
Historic Core,34.04891536275225,-118.25545475398008,French Restaurant
Historic Core,34.045507,-118.253702,Mexican Restaurant
Historic Core,34.04265300886544,-118.25742019686835,Middle Eastern Restaurant
Historic Core,34.04059433553402,-118.25304581349178,Restaurant
Historic Core,34.045953999999995,-118.248755,Food
Historic Core,34.043438,-118.250508,Food
Historic Core,34.043129,-118.253692,Food
Historic Core,34.052738,-118.247693,American Restaurant
Historic Core,34.04328899766266,-118.24905618398431,American Restaurant
Historic Core,34.042421999999995,-118.24887199999999,Food
Historic Core,34.04898081163761,-118.25899818323984,Restaurant
Historic Core,34.041627000000005,-118.258908,Restaurant
Historic Core,34.03852821940049,-118.2545498398144,Latin American Restaurant
Historic Core,34.042075278156666,-118.2550806128459,Middle Eastern Restaurant
Historic Core,34.041782,-118.255321,Food
Historic Core,34.054711531158325,-118.24958988764203,French Restaurant
Historic Core,34.04149095533723,-118.255086487409,Asian Restaurant
Historic Core,34.045825,-118.258397,Food
Historic Core,34.0509,-118.260002,Food
Historic Core,34.048259,-118.25693799999999,Deli / Bodega
Historic Core,34.04460906982422,-118.24478149414062,American Restaurant
Historic Core,34.040057570771175,-118.25202559721485,Greek Restaurant
Historic Core,34.052089,-118.25806100000001,American Restaurant
Historic Core,34.039916,-118.255294,Food
Historic Core,34.051541,-118.25693899999999,Food
Historic Core,34.05266106431324,-118.25307059000546,Italian Restaurant
Historic Core,34.039469,-118.255772,Food
Historic Core,34.038923,-118.254753,Food
Historic Core,34.04543245467279,-118.25314724610114,Cafeteria
Hyde Park,33.986059000000004,-118.33028999999999,Fast Food Restaurant
Hyde Park,33.975158,-118.330619,Food
Jefferson Park,34.02546614249586,-118.32798094024447,Cajun / Creole Restaurant
Jefferson Park,34.023226,-118.309102,Latin American Restaurant
Koreatown,34.0638885,-118.3060754,Korean Restaurant
Koreatown,34.057393,-118.30217599868774,Korean Restaurant
Koreatown,34.063754587025606,-118.30082719560909,Korean Restaurant
Koreatown,34.0524583017877,-118.30331970087246,Chinese Restaurant
Koreatown,34.053037,-118.29396,Korean Restaurant
Koreatown,34.05342216342538,-118.29138654908778,Korean Restaurant
Koreatown,34.063334,-118.298488,Korean Restaurant
Koreatown,34.059456186755476,-118.30946267344483,Chinese Restaurant
Koreatown,34.06333,-118.30944099999999,Latin American Restaurant
Koreatown,34.052503817159234,-118.3008337067097,Mexican Restaurant
Koreatown,34.05209142338838,-118.29179035793139,Chinese Restaurant
Koreatown,34.052756437427256,-118.29537930341455,Korean Restaurant
Koreatown,34.057884,-118.303823,Latin American Restaurant
Koreatown,34.052157,-118.307764,Food
Koreatown,34.059634,-118.302889,Food
Koreatown,34.060678,-118.30621599999999,Sushi Restaurant
Koreatown,34.06315686927909,-118.29690049637557,Korean Restaurant
Koreatown,34.06169220660021,-118.31011339278359,Korean Restaurant
Koreatown,34.061751,-118.299013,Food
Koreatown,34.061804,-118.302824,Food
Koreatown,34.061680369881095,-118.30072802808911,Lounge
Koreatown,34.05788540840149,-118.29673098333333,Korean Restaurant
Koreatown,34.0615,-118.30347,Tapas Restaurant
Koreatown,34.061233,-118.30496799999999,Food
Koreatown,34.052710439022555,-118.30357223862423,Korean Restaurant
Koreatown,34.057716,-118.295116,Food
Koreatown,34.061794,-118.297119,Chinese Restaurant
Koreatown,34.061635,-118.306139,Food
Koreatown,34.055389634651696,-118.29203661574469,Japanese Restaurant
Koreatown,34.05309194566031,-118.2960537368718,Chinese Restaurant
Koreatown,34.061699,-118.306,Food
Koreatown,34.052619,-118.303363,Food
Koreatown,34.06382381916046,-118.300818,Korean Restaurant
Koreatown,34.057629,-118.307238,Food
Koreatown,34.057627,-118.293577,Food
Koreatown,34.052502,-118.297888,Food
Koreatown,34.0527,-118.297588,Food
Koreatown,34.0576928222361,-118.29377465221897,Korean Restaurant
Koreatown,34.052527,-118.304454,Food
Koreatown,34.063603,-118.297032,Korean Restaurant
Koreatown,34.052232743961376,-118.30846309661865,Korean Restaurant
Koreatown,34.05310299032111,-118.29601488881538,Chinese Restaurant
Koreatown,34.063538,-118.305352,Food
Koreatown,34.052403999999996,-118.304348,Korean Restaurant
Koreatown,34.052502,-118.295489,Mexican Restaurant
Koreatown,34.052005767822266,-118.29621887207031,Korean Restaurant
Koreatown,34.063596,-118.306311,Food
Koreatown,34.06348960838753,-118.296071,Korean Restaurant
Koreatown,34.063469,-118.295266,Korean Restaurant
Larchmont,34.083233457837586,-118.3263327243799,Seafood Restaurant
Larchmont,34.07586994301667,-118.32349393939785,Caribbean Restaurant
Larchmont,34.08342581070156,-118.32447418406682,New American Restaurant
Larchmont,34.083470644528795,-118.32224857793477,Seafood Restaurant
Larchmont,34.083338,-118.324514,Seafood Restaurant
Larchmont,34.083764,-118.32399099999999,Food
Larchmont,34.085116,-118.32636799999999,Food
Larchmont,34.08335381284301,-118.3263135242592,Asian Restaurant
Larchmont,34.07659853387139,-118.32342814439916,Thai Restaurant
Larchmont,34.08358279594683,-118.33104706842293,Italian Restaurant
Larchmont,34.08317031043542,-118.32854292855185,South American Restaurant
Laurel Canyon,34.16925492135318,-118.39602722564477,Thai Restaurant
Laurel Canyon,34.166389,-118.396574,Food
Laurel Canyon,34.171752000000005,-118.403737,Food
Laurel Canyon,34.1725079,-118.4035995,Indian Restaurant
Laurel Canyon,34.17214,-118.38691,Food
Laurel Canyon,34.16441917136767,-118.38793495624903,Thai Restaurant
Leimert Park,33.99846836948061,-118.33115344848285,Southern / Soul Food Restaurant
Leimert Park,34.005798,-118.331001,Food
Leimert Park,34.005402,-118.332001,Food
Leimert Park,34.005846000000005,-118.33443500000001,Caribbean Restaurant
Leimert Park,34.012569,-118.336647,Restaurant
Leimert Park,34.000986,-118.333833,Mexican Restaurant
Leimert Park,34.01582890979921,-118.33440480011294,Asian Restaurant
Leimert Park,34.01247913060355,-118.33894964866691,Bar
Lincoln Heights,34.07370458283778,-118.20244108521585,Restaurant
Lincoln Heights,34.06612128048522,-118.20605266123972,Mexican Restaurant
Lincoln Heights,34.07355149506648,-118.2114804955352,Mexican Restaurant
Lincoln Heights,34.073601,-118.213138,Food
Lincoln Heights,34.066303000000005,-118.21324399999999,Food
Lincoln Heights,34.07443,-118.21586,Food
Lincoln Heights,34.06133150038988,-118.20092739633726,Restaurant
Lincoln Heights,34.074104,-118.216237,American Restaurant
Lincoln Heights,34.066297999999996,-118.208445,Mexican Restaurant
Lincoln Heights,34.073482,-118.214859,Taco Place
Lincoln Heights,34.07443,-118.21586,Mexican Restaurant
Little Armenia,34.10203547642684,-118.30560382956727,Thai Restaurant
Little Armenia,34.10147710180534,-118.30126336633708,Middle Eastern Restaurant
Little Armenia,34.09855044350039,-118.30409430693604,Thai Restaurant
Little Armenia,34.098341,-118.29754799999999,Mediterranean Restaurant
Little Armenia,34.101529,-118.301899,Thai Restaurant
Little Armenia,34.101980913423205,-118.30227508699966,Thai Restaurant
Little Armenia,34.09059,-118.304675,Latin American Restaurant
Little Armenia,34.101195,-118.2957923412323,Latin American Restaurant
Little Armenia,34.101521000000005,-118.306299,Thai Restaurant
Little Armenia,34.10190885469381,-118.30491569580194,Thai Restaurant
Little Armenia,34.098515096257664,-118.30310813224594,Thai Restaurant
Little Armenia,34.10176985482849,-118.30277334465869,Thai Restaurant
Little Armenia,34.1018823888451,-118.30728132963249,Thai Restaurant
Little Armenia,34.09850665195465,-118.3074764201185,Thai Restaurant
Little Armenia,34.10201718956323,-118.30576876230931,Thai Restaurant
Little Armenia,34.10193432223636,-118.30558037968912,Thai Restaurant
Little Armenia,34.102272,-118.305734,Thai Restaurant
Little Armenia,34.10182994984895,-118.31217118494793,Thai Restaurant
Little Armenia,34.0906004,-118.307939,Mexican Restaurant
Little Armenia,34.102069,-118.309694,Food
Little Armenia,34.091000852284104,-118.30079880134898,Thai Restaurant
Little Armenia,34.09118477562139,-118.30465184297636,Middle Eastern Restaurant
Little Armenia,34.09092314283929,-118.30451287422805,Spanish Restaurant
Little Armenia,34.101767,-118.296455,Food
Little Armenia,34.101831142019286,-118.31341056114482,Thai Restaurant
Little Armenia,34.09089279174805,-118.30767822265625,Mexican Restaurant
Little Armenia,34.10220583378791,-118.31505164321901,Thai Restaurant
Little Armenia,34.09077978835896,-118.30876573043128,Mexican Restaurant
Little Armenia,34.09074,-118.296745,Latin American Restaurant
Little Armenia,34.10394637277746,-118.29375181636192,Vietnamese Restaurant
Little Armenia,34.09947752929609,-118.30916147123146,Mexican Restaurant
Little Armenia,34.102198887215756,-118.3151186197671,South American Restaurant
Little Armenia,34.101436131554834,-118.3016962260081,Thai Restaurant
Little Armenia,34.10192,-118.300257,Deli / Bodega
Little Armenia,34.10169389461011,-118.30662356540218,Thai Restaurant
Little Armenia,34.09083966666667,-118.30445306,Latin American Restaurant
Little Armenia,34.091054,-118.29574199999999,Latin American Restaurant
Little Armenia,34.101666,-118.306972,Food
